mouse_gene_id	human_ortholog_id	disease_id	any_phenodigm_match	disease_phenotype
MGI:1914152	HGNC:7413	OMIM:112250|ORPHA:85182	N	Y
MGI:1914154	HGNC:8654	OMIM:606054|ORPHA:35	N	Y
MGI:1914195	HGNC:10680	OMIM:252011|OMIM:256000|OMIM:613642|OMIM:614165|ORPHA:154|ORPHA:255241|ORPHA:29072|ORPHA:3208|ORPHA:44890	Y	Y
MGI:1914208	HGNC:30739	OMIM:618730	N	N
MGI:1914215	HGNC:28005	OMIM:618142	N	Y
MGI:1914216	HGNC:20286	OMIM:617873	N	Y
MGI:1914244	HGNC:28209	OMIM:615703|ORPHA:397615	Y	Y
MGI:1914256	HGNC:24212	OMIM:604928|ORPHA:3463	Y	Y
MGI:1914280	HGNC:20748	OMIM:614083|ORPHA:84	Y	Y
MGI:1914297	HGNC:9870	OMIM:616140|ORPHA:438114	N	Y
MGI:1914342	HGNC:4175	OMIM:612718|ORPHA:3337|ORPHA:35704	N	Y
MGI:1914346	HGNC:24525	OMIM:277400|ORPHA:79282	Y	Y
MGI:1914380	HGNC:7690	OMIM:618253|ORPHA:2609	Y	Y
MGI:1914418	HGNC:15520	OMIM:278150|ORPHA:170|ORPHA:55654	N	Y
MGI:1914421	HGNC:28769	OMIM:616502|ORPHA:1872	Y	Y
MGI:1914475	HGNC:18666	OMIM:618160|ORPHA:231662	N	Y
MGI:1914481	HGNC:16133	OMIM:615663|ORPHA:2510	Y	Y
MGI:1914502	HGNC:20039	ORPHA:154	N	Y
MGI:1914513	HGNC:29316	OMIM:603671|OMIM:617865|ORPHA:1827	N	Y
MGI:1914514	HGNC:7703	OMIM:618252|ORPHA:70474	Y	Y
MGI:1914523	HGNC:7684	OMIM:618243|ORPHA:255241	Y	Y
MGI:1914535	HGNC:10664	OMIM:250410	N	Y
MGI:1914542	HGNC:8960	OMIM:617816|ORPHA:88616	N	Y
MGI:1914544	HGNC:5959	OMIM:223900|ORPHA:1764	N	Y
MGI:1914670	HGNC:26222	OMIM:616154|ORPHA:438178	N	Y
MGI:1914672	HGNC:20603	OMIM:613861|OMIM:617836|ORPHA:442835|ORPHA:791	N	Y
MGI:1914674	HGNC:13879	ORPHA:661	Y	Y
MGI:1914677	HGNC:10405	ORPHA:440437	N	Y
MGI:1914690	HGNC:25532	OMIM:613672|ORPHA:254343	Y	Y
MGI:1914703	HGNC:25198	OMIM:616505|ORPHA:90120	N	Y
MGI:1914719	HGNC:21396	OMIM:275630|ORPHA:98907	N	Y
MGI:1914720	HGNC:13887	OMIM:210250|OMIM:611465|ORPHA:2882|ORPHA:391665	Y	Y
MGI:1914724	HGNC:11133	OMIM:609528|ORPHA:66631	Y	Y
MGI:1914731	HGNC:23159	OMIM:607906|OMIM:616228|ORPHA:353327|ORPHA:79326	Y	Y
MGI:1914751	HGNC:18111	OMIM:607453|ORPHA:90635	N	Y
MGI:1914780	HGNC:12582	OMIM:615158|ORPHA:1460	N	Y
MGI:1914789	HGNC:19189	OMIM:614219|ORPHA:974	N	Y
MGI:1914792	HGNC:18621	OMIM:614576|OMIM:615328|ORPHA:363523|ORPHA:464443	Y	Y
MGI:1914797	HGNC:20862	OMIM:616721|ORPHA:468699	N	Y
MGI:1914806	HGNC:18858	OMIM:610293|ORPHA:83639	N	Y
MGI:1914828	HGNC:33630	OMIM:617743|ORPHA:488191	N	Y
MGI:1914840	HGNC:24519	OMIM:258860|OMIM:614815|ORPHA:2753|ORPHA:2754	N	Y
MGI:1914914	HGNC:21150	OMIM:616260	N	Y
MGI:1914915	HGNC:15518	ORPHA:586	N	Y
MGI:1914917	HGNC:25189	OMIM:618504	Y	Y
MGI:1914930	HGNC:10681	OMIM:115310|OMIM:171300|OMIM:606764|OMIM:606864|ORPHA:201|ORPHA:276624|ORPHA:29072|ORPHA:3208|ORPHA:44890|ORPHA:97286	Y	Y
MGI:1914935	HGNC:21493	OMIM:127700|OMIM:615482|ORPHA:244	N	Y
MGI:1914963	HGNC:30528	OMIM:610198|ORPHA:66634	Y	Y
MGI:1915022	HGNC:20153	OMIM:615032	N	Y
MGI:1915040	HGNC:16499	OMIM:300271|OMIM:311510|ORPHA:2379|ORPHA:777	N	Y
MGI:1915068	HGNC:26050	OMIM:614052|ORPHA:1194	Y	Y
MGI:1915088	HGNC:14889	OMIM:618061	N	Y
MGI:1915130	HGNC:18985	OMIM:260800|ORPHA:2843	N	Y
MGI:1915134	HGNC:1260	OMIM:602271|OMIM:617547|ORPHA:1872|ORPHA:803	Y	Y
MGI:1915140	HGNC:20597	OMIM:617899|ORPHA:139441	N	Y
MGI:1915142	HGNC:18025	OMIM:616501|ORPHA:1561	N	Y
MGI:1915213	HGNC:14537	OMIM:607625|ORPHA:216972|ORPHA:216975|ORPHA:216978|ORPHA:216981|ORPHA:216986	N	Y
MGI:1915247	HGNC:25360	OMIM:174300|ORPHA:2919	Y	Y
MGI:1915255	HGNC:18704	OMIM:300855|OMIM:309800|ORPHA:276432|ORPHA:568	N	Y
MGI:1915267	HGNC:16352	OMIM:618567	N	N
MGI:1915268	HGNC:2205	OMIM:616351	N	Y
MGI:1915349	HGNC:30452	OMIM:618219|ORPHA:93334	Y	Y
MGI:1915383	HGNC:4208	OMIM:605899|ORPHA:289857|ORPHA:289860|ORPHA:289863	N	Y
MGI:1915384	HGNC:20439	OMIM:300676|ORPHA:776|ORPHA:777	Y	Y
MGI:1915391	HGNC:18062	OMIM:616281|ORPHA:477673	N	Y
MGI:1915403	HGNC:4651	OMIM:616943|ORPHA:33364	N	Y
MGI:1915408	HGNC:4551	OMIM:614020|ORPHA:88616	N	Y
MGI:1915415	HGNC:30546	OMIM:251900	Y	Y
MGI:1915459	HGNC:24116	OMIM:610329|ORPHA:51	Y	Y
MGI:1915472	HGNC:20771	OMIM:617879	N	Y
MGI:1915509	HGNC:29262	OMIM:611263|ORPHA:474|ORPHA:93268|ORPHA:93271	Y	Y
MGI:1915513	HGNC:8808	OMIM:614111|ORPHA:255138	N	Y
MGI:1915526	HGNC:15954	OMIM:614969|ORPHA:284339	N	Y
MGI:1915548	HGNC:24305	OMIM:617983	N	Y
MGI:1915549	HGNC:25608	OMIM:615851|ORPHA:247198	Y	Y
MGI:1915582	HGNC:33867	OMIM:252011|ORPHA:3208	Y	Y
MGI:1915589	HGNC:19967	OMIM:236600|OMIM:616053|ORPHA:269510|ORPHA:423275	N	Y
MGI:1915599	HGNC:7710	OMIM:618230|ORPHA:255241|ORPHA:2609	Y	Y
MGI:1915671	HGNC:23038	OMIM:277380|ORPHA:79284	N	Y
MGI:1915674	HGNC:1943	OMIM:604356|ORPHA:233	Y	Y
MGI:1915678	HGNC:24592	OMIM:615234|ORPHA:300298	N	Y
MGI:1915720	HGNC:26019	OMIM:614078|ORPHA:280586	N	Y
MGI:1915751	HGNC:26513	OMIM:617253|ORPHA:436182	N	Y
MGI:1915755	HGNC:1172	OMIM:618606	N	N
MGI:1915769	HGNC:3330	OMIM:600348|ORPHA:99796	N	Y
MGI:1915813	HGNC:3007	OMIM:612937|ORPHA:263494	N	Y
MGI:1915841	HGNC:18234	OMIM:603592|ORPHA:93602	Y	Y
MGI:1915896	HGNC:26404	OMIM:616034|ORPHA:431361	Y	Y
MGI:1915963	HGNC:5414	OMIM:614680	N	N
MGI:1916043	HGNC:17168	OMIM:212720|OMIM:614225|ORPHA:1387|ORPHA:2510|ORPHA:401830	Y	Y
MGI:1916109	HGNC:44204	OMIM:615264	N	Y
MGI:1916115	HGNC:29561	OMIM:617020|ORPHA:442835	N	Y
MGI:1916165	HGNC:21642	OMIM:615917|ORPHA:420728	N	Y
MGI:1916188	HGNC:13825	OMIM:606243|ORPHA:163699|ORPHA:319308	N	Y
MGI:1916192	HGNC:24537	OMIM:600795|OMIM:614696|ORPHA:100069|ORPHA:100070|ORPHA:275864|ORPHA:803	N	Y
MGI:1916193	HGNC:14581	OMIM:605909|ORPHA:2828	N	Y
MGI:1916197	HGNC:15993	OMIM:616265|ORPHA:263548	N	Y
MGI:1916211	HGNC:8931	OMIM:613027|ORPHA:264580	Y	Y
MGI:1916214	HGNC:26169	OMIM:612199|ORPHA:1775|ORPHA:313838	N	Y
MGI:1916218	HGNC:1713	OMIM:224120|ORPHA:98869	Y	Y
MGI:1916233	HGNC:21876	OMIM:618641|ORPHA:464724	N	N
MGI:1916238	HGNC:15446	OMIM:600138|ORPHA:791	Y	Y
MGI:1916264	HGNC:30765	OMIM:617028|ORPHA:88616	N	Y
MGI:1916267	HGNC:30500	OMIM:128200|OMIM:602066|OMIM:605751|ORPHA:306|ORPHA:31709|ORPHA:569|ORPHA:98809|ORPHA:98810|ORPHA:98811	N	Y
MGI:1916295	HGNC:30887	OMIM:618331	N	Y
MGI:1916296	HGNC:28660	OMIM:617613	Y	Y
MGI:1916320	HGNC:13202	ORPHA:93592	N	N
MGI:1916340	HGNC:24268	OMIM:614266|OMIM:616867|ORPHA:486811	N	Y
MGI:1916359	HGNC:28434	OMIM:300707|ORPHA:140952	Y	Y
MGI:1916380	HGNC:2183	OMIM:216550|ORPHA:193	Y	Y
MGI:1916413	HGNC:16650	OMIM:615395|ORPHA:352563	N	Y
MGI:1916442	HGNC:2739	OMIM:618733	N	N
MGI:1916449	HGNC:23045	OMIM:618433|ORPHA:276234	N	Y
MGI:1916555	HGNC:29812	OMIM:616459|ORPHA:88616	N	Y
MGI:1916703	HGNC:39433	OMIM:613517|ORPHA:35612	N	Y
MGI:1916720	HGNC:26038	OMIM:171300|ORPHA:29072|ORPHA:319276	Y	Y
MGI:1916812	HGNC:1733	OMIM:617360	N	Y
MGI:1916832	HGNC:29131	ORPHA:54260	N	N
MGI:1916835	HGNC:4887	OMIM:602390|ORPHA:79230	Y	Y
MGI:1916858	HGNC:10706	OMIM:616294|ORPHA:2050	Y	Y
MGI:1916889	HGNC:17035	OMIM:616081|ORPHA:2254	N	Y
MGI:1916925	HGNC:14966	OMIM:269400|ORPHA:289499	Y	Y
MGI:1916948	HGNC:16187	OMIM:211500|OMIM:211530|ORPHA:97229	Y	Y
MGI:1916966	HGNC:12307	OMIM:617598|ORPHA:1052|ORPHA:654	Y	Y
MGI:1916969	HGNC:1424	OMIM:616457|ORPHA:448010	N	Y
MGI:1917004	HGNC:13586	OMIM:260300|ORPHA:171695	N	Y
MGI:1917160	HGNC:20662	OMIM:612289|ORPHA:2095|ORPHA:2963	N	Y
MGI:1917176	HGNC:2946	OMIM:618643|ORPHA:276234	N	N
MGI:1917205	HGNC:21062	OMIM:614946|OMIM:617046|ORPHA:319519|ORPHA:466722	N	Y
MGI:1917232	HGNC:11245	OMIM:618091	Y	Y
MGI:1917297	HGNC:17341	OMIM:616084|OMIM:616959|ORPHA:369861	Y	Y
MGI:1917326	HGNC:25966	OMIM:618013	N	Y
MGI:1917347	HGNC:19182	OMIM:127500|OMIM:618373|ORPHA:231040|ORPHA:447961	N	Y
MGI:1917352	HGNC:30373	OMIM:618415|ORPHA:98994	N	Y
MGI:1917372	HGNC:7136	ORPHA:402017	N	N
MGI:1917379	HGNC:13941	OMIM:617606|ORPHA:90635	N	Y
MGI:1917416	HGNC:23452	OMIM:613943|ORPHA:313	N	Y
MGI:1917457	HGNC:24316	OMIM:220110|ORPHA:255241	Y	Y
MGI:1917458	HGNC:2372	OMIM:614249|ORPHA:88616	N	Y
MGI:1917485	HGNC:24488	OMIM:614813|ORPHA:314394	Y	Y
MGI:1917488	HGNC:26661	OMIM:611943|ORPHA:420741	N	Y
MGI:1917550	HGNC:26219	OMIM:182940|ORPHA:1136|ORPHA:268377|ORPHA:268384|ORPHA:268388|ORPHA:268392|ORPHA:268397|ORPHA:268740|ORPHA:268748|ORPHA:268752|ORPHA:268758|ORPHA:268762|ORPHA:268766|ORPHA:268770|ORPHA:3027	Y	Y
MGI:1917565	HGNC:13315	OMIM:300882|ORPHA:199|ORPHA:3459	Y	Y
MGI:1917609	HGNC:14880	OMIM:616198|ORPHA:444013	N	Y
MGI:1917678	HGNC:30348	OMIM:614381|ORPHA:85186|ORPHA:88637	N	Y
MGI:1917680	HGNC:11582	OMIM:241410|OMIM:244460|OMIM:617207|ORPHA:2323|ORPHA:496756|ORPHA:93324	Y	Y
MGI:1917728	HGNC:7104	OMIM:617228|ORPHA:478049	Y	Y
MGI:1917777	HGNC:16950	OMIM:614261|ORPHA:294016	N	Y
MGI:1917810	HGNC:12730	OMIM:617710|ORPHA:88616	N	Y
MGI:1917819	HGNC:30696	OMIM:609887	N	Y
MGI:1917912	HGNC:13517	OMIM:616042|ORPHA:90636	Y	Y
MGI:1917979	HGNC:16859	ORPHA:101016	Y	Y
MGI:1918017	HGNC:17348	OMIM:601414|ORPHA:791	N	Y
MGI:1918029	HGNC:9349	OMIM:614170|ORPHA:90354	Y	Y
MGI:1918039	HGNC:6469	OMIM:236800|OMIM:617661|ORPHA:521438|ORPHA:79155	N	Y
MGI:1918060	HGNC:30839	OMIM:616760|ORPHA:170	N	Y
MGI:1918112	HGNC:29935	OMIM:102530|ORPHA:171709	Y	Y
MGI:1918177	HGNC:18420	OMIM:616831|ORPHA:821	Y	Y
MGI:1918248	HGNC:18145	OMIM:301900|ORPHA:127	Y	Y
MGI:1918269	HGNC:18249	OMIM:181270|ORPHA:2036	Y	Y
MGI:1918419	HGNC:15625	OMIM:614800|OMIM:616483|ORPHA:391677|ORPHA:464724	Y	Y
MGI:1918480	HGNC:21317	OMIM:223800|OMIM:607326|ORPHA:178355|ORPHA:239	Y	Y
MGI:1918511	HGNC:30836	OMIM:615973|ORPHA:1872	N	Y
MGI:1918568	HGNC:18667	OMIM:213200|ORPHA:1170	N	Y
MGI:1918614	HGNC:12313	ORPHA:567|ORPHA:91352	Y	Y
MGI:1918615	HGNC:23041	OMIM:614652|ORPHA:255249	N	Y
MGI:1918742	HGNC:18758	OMIM:615984|ORPHA:110	N	Y
MGI:1918764	HGNC:10774	ORPHA:319308	N	N
MGI:1918769	HGNC:20582	OMIM:615030|ORPHA:320411	N	Y
MGI:1918781	HGNC:26270	OMIM:108145|OMIM:114300|OMIM:248700|OMIM:617146|ORPHA:1154|ORPHA:2461|ORPHA:376	N	Y
MGI:1918882	HGNC:20665	OMIM:613120|ORPHA:130|ORPHA:334	N	Y
MGI:1918898	HGNC:17142	OMIM:137760|OMIM:606657|OMIM:613435|ORPHA:803	N	Y
MGI:1918951	HGNC:23166	OMIM:614932|OMIM:614934|ORPHA:319514|ORPHA:90636	Y	Y
MGI:1918957	HGNC:30791	OMIM:121800|ORPHA:98967	Y	Y
MGI:1918968	HGNC:29099	OMIM:616954|ORPHA:488642	N	Y
MGI:1918982	HGNC:14583	OMIM:616683|ORPHA:466934	N	Y
MGI:1918990	HGNC:19688	OMIM:613573|ORPHA:247820	N	Y
MGI:1919003	HGNC:16517	OMIM:206200|ORPHA:209981	Y	Y
MGI:1919019	HGNC:26291	OMIM:615987|ORPHA:110	N	Y
MGI:1919107	HGNC:16192	OMIM:616063|ORPHA:79152	N	Y
MGI:1919133	HGNC:25223	OMIM:146500|OMIM:607426|ORPHA:227510|ORPHA:255249|ORPHA:98933	Y	Y
MGI:1919140	HGNC:6764	OMIM:617243|ORPHA:84	Y	Y
MGI:1919150	HGNC:22407	OMIM:617964|ORPHA:100069|ORPHA:100070|ORPHA:275864	N	Y
MGI:1919197	HGNC:28983	OMIM:618316|ORPHA:562569	N	Y
MGI:1919206	HGNC:21158	ORPHA:137634	N	Y
MGI:1919214	HGNC:25567	OMIM:617183|ORPHA:496790	N	Y
MGI:1919247	HGNC:25763	OMIM:616920	Y	Y
MGI:1919277	HGNC:17129	OMIM:201100|ORPHA:37	Y	Y
MGI:1919289	HGNC:6936	OMIM:210200|ORPHA:6	N	Y
MGI:1919304	HGNC:2645	ORPHA:413674	N	N
MGI:1919336	HGNC:20502	OMIM:615946	N	Y
MGI:1919338	HGNC:12597	OMIM:276904|OMIM:602092|ORPHA:231169|ORPHA:90636	Y	Y
MGI:1919386	HGNC:24464	OMIM:601776|ORPHA:2953	Y	Y
MGI:1919425	HGNC:28486	OMIM:610951|OMIM:616170|ORPHA:228366	Y	Y
MGI:1919451	HGNC:24281	OMIM:617452|ORPHA:505237	N	Y
MGI:1919570	HGNC:23419	OMIM:609460|ORPHA:66629	N	Y
MGI:1919586	HGNC:29685	OMIM:616007|ORPHA:436174	Y	Y
MGI:1919621	HGNC:28532	OMIM:618498|ORPHA:93334	N	Y
MGI:1919638	HGNC:496	OMIM:214350|OMIM:263650|ORPHA:1234|ORPHA:1401	N	Y
MGI:1919665	HGNC:25088	OMIM:616201|ORPHA:435988	N	Y
MGI:1919666	HGNC:15714	OMIM:220111|ORPHA:70472	N	Y
MGI:1919680	HGNC:15685	OMIM:615287|ORPHA:899	N	Y
MGI:1919735	HGNC:26821	ORPHA:478	Y	Y
MGI:1919762	HGNC:27962	OMIM:615934|ORPHA:425120|ORPHA:481662	N	Y
MGI:1919819	HGNC:970	OMIM:615983|ORPHA:110	Y	Y
MGI:1919824	HGNC:20509	OMIM:617125|ORPHA:88616	N	Y
MGI:1919847	HGNC:14262	OMIM:615834|ORPHA:352490|ORPHA:99860	Y	Y
MGI:1919865	HGNC:29422	ORPHA:101063	N	N
MGI:1919885	HGNC:30922	OMIM:614340|ORPHA:88616	N	Y
MGI:1919964	HGNC:29929	OMIM:618179|ORPHA:656	Y	Y
MGI:1919999	HGNC:7801	OMIM:271510|ORPHA:93357	N	Y
MGI:1920040	HGNC:11317	ORPHA:90635	N	N
MGI:1920081	HGNC:16716	OMIM:617804	N	Y
MGI:1920094	HGNC:25705	OMIM:616398|ORPHA:36899	N	Y
MGI:1920112	HGNC:2263	OMIM:256000|OMIM:615119|ORPHA:1561|ORPHA:255241	Y	Y
MGI:1920145	HGNC:25566	OMIM:615761|ORPHA:199|ORPHA:404440	Y	Y
MGI:1920180	HGNC:9305	OMIM:604326|ORPHA:98762	Y	Y
MGI:1920185	HGNC:18674	OMIM:616871|ORPHA:488647	N	Y
MGI:1920197	HGNC:28249	OMIM:615011	N	N
MGI:1920230	HGNC:13831	OMIM:614858|ORPHA:432|ORPHA:478|ORPHA:95496	Y	Y
MGI:1920232	HGNC:26944	OMIM:614465|ORPHA:2318	N	Y
MGI:1920328	HGNC:9119	OMIM:617954	N	Y
MGI:1920393	HGNC:31406	OMIM:618652	N	N
MGI:1920421	HGNC:28403	OMIM:616033|ORPHA:391408	N	Y
MGI:1920455	HGNC:28337	OMIM:105550|ORPHA:100069|ORPHA:100070|ORPHA:275864|ORPHA:275872|ORPHA:401901|ORPHA:803	Y	Y
MGI:1920563	HGNC:29168	OMIM:216360|OMIM:611560|OMIM:611561|ORPHA:1454|ORPHA:220497|ORPHA:564	N	Y
MGI:1920591	HGNC:685	ORPHA:777	N	Y
MGI:1920831	HGNC:17209	ORPHA:244	N	Y
MGI:1920832	HGNC:26276	ORPHA:163693|ORPHA:238523|ORPHA:369881	Y	Y
MGI:1920910	HGNC:1386	OMIM:610427|ORPHA:215|ORPHA:98784	N	Y
MGI:1920942	HGNC:25801	OMIM:277170|OMIM:614615|ORPHA:2754|ORPHA:475|ORPHA:65684	N	Y
MGI:1920949	HGNC:9303	OMIM:211980	N	Y
MGI:1920992	HGNC:24636	OMIM:618079	N	N
MGI:1920999	HGNC:19750	OMIM:243150|ORPHA:2300|ORPHA:436252	Y	Y
MGI:1921004	HGNC:20856	OMIM:602629|ORPHA:98806	N	Y
MGI:1921123	HGNC:25808	OMIM:606068|ORPHA:791	N	Y
MGI:1921173	HGNC:18188	OMIM:213980|ORPHA:1394	Y	Y
MGI:1921256	HGNC:2973	OMIM:610708|OMIM:614388|ORPHA:330050|ORPHA:98673	Y	Y
MGI:1921258	HGNC:24102	OMIM:618144|ORPHA:231183	N	Y
MGI:1921273	HGNC:19689	OMIM:610612|ORPHA:65	N	Y
MGI:1921293	HGNC:22965	OMIM:614872|OMIM:614873|ORPHA:44|ORPHA:772|ORPHA:912	Y	Y
MGI:1921305	HGNC:17175	OMIM:610725|ORPHA:656	N	Y
MGI:1921325	HGNC:28852	OMIM:616947|OMIM:616950|ORPHA:399805	Y	Y
MGI:1921354	HGNC:47	OMIM:111600|OMIM:609153|OMIM:614497|OMIM:615402|ORPHA:241|ORPHA:90044|ORPHA:98938|ORPHA:98942|ORPHA:98943|ORPHA:98944|ORPHA:98945|ORPHA:98946|ORPHA:98947	Y	Y
MGI:1921357	HGNC:1161	OMIM:236500|ORPHA:500135|ORPHA:564	Y	Y
MGI:1921358	HGNC:8609	OMIM:616353|OMIM:616371|ORPHA:1775|ORPHA:2032|ORPHA:3322	Y	Y
MGI:1921379	HGNC:24475	OMIM:605850|ORPHA:243343	N	Y
MGI:1921392	HGNC:9479	OMIM:600373|ORPHA:1458|ORPHA:79243	N	Y
MGI:1921394	HGNC:17985	OMIM:618496	N	Y
MGI:1921395	HGNC:3531	OMIM:188050|OMIM:608446|OMIM:613225|ORPHA:331	Y	Y
MGI:1921437	HGNC:6217	OMIM:616212|ORPHA:1083	N	Y
MGI:1921462	HGNC:23247	OMIM:614017|ORPHA:244	Y	Y
MGI:1921489	HGNC:29171	OMIM:617642|ORPHA:93334	N	Y
MGI:1921506	HGNC:2584	OMIM:132700|OMIM:601606|OMIM:605041|ORPHA:211|ORPHA:867	N	Y
MGI:1921527	HGNC:1935	OMIM:601626	Y	Y
MGI:1921579	HGNC:25599	OMIM:618077	N	N
MGI:1921585	HGNC:12830	OMIM:114480|OMIM:613972	N	Y
MGI:1921612	HGNC:26620	ORPHA:276234	N	N
MGI:1921626	HGNC:18150	OMIM:616549|ORPHA:447974	N	Y
MGI:1921662	HGNC:4315	OMIM:253310|OMIM:611890|ORPHA:1486|ORPHA:53696|ORPHA:803	Y	Y
MGI:1921703	HGNC:26530	OMIM:614779|ORPHA:101063|ORPHA:157769	N	Y
MGI:1921727	HGNC:29110	OMIM:617127|ORPHA:2754	N	Y
MGI:1921772	HGNC:23573	OMIM:616688|ORPHA:466768	Y	Y
MGI:1922004	HGNC:2859	OMIM:602398|ORPHA:35107	N	Y
MGI:1922066	HGNC:12017	ORPHA:146	N	N
MGI:1922139	HGNC:1321	OMIM:618251|ORPHA:2609	N	Y
MGI:1922184	HGNC:25583	OMIM:615451|ORPHA:244	Y	Y
MGI:1922647	HGNC:25361	ORPHA:656	N	N
MGI:1922656	HGNC:7714	OMIM:618224|ORPHA:255241|ORPHA:2609	Y	Y
MGI:1922670	HGNC:30972	OMIM:609698|ORPHA:171706	N	Y
MGI:1922725	HGNC:8149	OMIM:260005|ORPHA:33572	N	Y
MGI:1922814	HGNC:21057	OMIM:612650|ORPHA:244	N	Y
MGI:1922855	HGNC:18039	OMIM:618109|ORPHA:178469|ORPHA:88616	N	Y
MGI:1922863	HGNC:28845	OMIM:605589|OMIM:616449|ORPHA:101101|ORPHA:464738|ORPHA:88616	Y	Y
MGI:1922869	HGNC:29160	OMIM:220110|ORPHA:166105	N	Y
MGI:1922941	HGNC:26724	OMIM:615382|ORPHA:93591|ORPHA:93592	N	Y
MGI:1922946	HGNC:15860	OMIM:613983|ORPHA:791	Y	Y
MGI:1923275	HGNC:19721	OMIM:251450|OMIM:617719|ORPHA:1425	Y	Y
MGI:1923373	HGNC:29501	OMIM:604213|ORPHA:314597|ORPHA:90636	N	Y
MGI:1923396	HGNC:11431	OMIM:603233|ORPHA:94089	Y	Y
MGI:1923428	HGNC:33848	OMIM:616500|ORPHA:1561	N	Y
MGI:1923457	HGNC:24529	OMIM:615972|ORPHA:35612	N	Y
MGI:1923566	HGNC:20188	OMIM:612518|ORPHA:244	N	Y
MGI:1923582	HGNC:6546	OMIM:617395|ORPHA:435934	Y	Y
MGI:1923596	HGNC:21406	OMIM:611523|ORPHA:166073|ORPHA:2254	N	Y
MGI:1923661	HGNC:29669	OMIM:614099|OMIM:617866|OMIM:617871|ORPHA:1515	Y	Y
MGI:1923696	HGNC:24502	OMIM:604317|ORPHA:2512	Y	Y
MGI:1923714	HGNC:24054	OMIM:604321|ORPHA:2512	N	Y
MGI:1923760	HGNC:30832	OMIM:613192|ORPHA:352530|ORPHA:88616	Y	Y
MGI:1923792	HGNC:4908	OMIM:250620|ORPHA:88639	N	Y
MGI:1923801	HGNC:18782	ORPHA:146	N	N
MGI:1923805	HGNC:18871	OMIM:251100|ORPHA:79310	N	Y
MGI:1923824	HGNC:25897	OMIM:616486|ORPHA:2512	N	Y
MGI:1923883	HGNC:23405	OMIM:615179|ORPHA:352745	N	Y
MGI:1923951	HGNC:2523	OMIM:167800|ORPHA:103918|ORPHA:64740|ORPHA:676	Y	Y
MGI:1923969	HGNC:24565	OMIM:610443|ORPHA:363958|ORPHA:363965	Y	Y
MGI:1923998	HGNC:30064	ORPHA:404511	N	N
MGI:1924076	HGNC:20278	OMIM:618242|ORPHA:2609	N	Y
MGI:1924082	HGNC:26558	OMIM:236680|ORPHA:2189|ORPHA:475	Y	Y
MGI:1924134	HGNC:13760	OMIM:618008|ORPHA:442835	N	Y
MGI:1924139	HGNC:19041	OMIM:615573|ORPHA:656	N	Y
MGI:1924197	HGNC:28625	OMIM:618239|ORPHA:255241	Y	Y
MGI:1924256	HGNC:16110	OMIM:602557|ORPHA:93352	N	Y
MGI:1924290	HGNC:21498	OMIM:611081	N	N
MGI:1924294	HGNC:18037	OMIM:617808|ORPHA:1465	N	Y
MGI:1924298	HGNC:17966	OMIM:615862|ORPHA:93591	N	Y
MGI:1924337	HGNC:21316	OMIM:148050|ORPHA:2332|ORPHA:261250	Y	Y
MGI:1924399	HGNC:23794	OMIM:618067	N	Y
MGI:1924408	HGNC:20233	OMIM:614650|ORPHA:280406|ORPHA:93921	N	Y
MGI:1924514	HGNC:12927	OMIM:618425	Y	Y
MGI:1924647	HGNC:6740	OMIM:105200|ORPHA:93561	N	Y
MGI:1924753	HGNC:15672	OMIM:263210|OMIM:608776|ORPHA:79328	Y	Y
MGI:1924767	HGNC:20761	OMIM:270700|ORPHA:100996	Y	Y
MGI:1924809	HGNC:321	OMIM:232400|ORPHA:366	N	Y
MGI:1924823	HGNC:18179	OMIM:617303|ORPHA:505248	N	Y
MGI:1924832	HGNC:15505	OMIM:617188|ORPHA:88616	N	Y
MGI:1924834	HGNC:28971	ORPHA:243	Y	Y
MGI:1924859	HGNC:28303	OMIM:616037|ORPHA:244	N	Y
MGI:1924876	HGNC:32949	OMIM:618622	N	N
MGI:1924893	HGNC:17686	OMIM:618761	N	N
MGI:1924908	HGNC:22197	OMIM:613647|ORPHA:306511	N	Y
MGI:1924933	HGNC:24650	OMIM:610253|ORPHA:261652|ORPHA:96147	Y	Y
MGI:1925152	HGNC:13420	OMIM:617481|ORPHA:544469	N	Y
MGI:1925288	HGNC:6937	OMIM:210210|ORPHA:6	Y	Y
MGI:1925349	HGNC:33499	ORPHA:808	N	Y
MGI:1925371	HGNC:27030	OMIM:617052|ORPHA:811	Y	Y
MGI:1925537	HGNC:20759	ORPHA:369852	N	N
MGI:1925542	HGNC:25896	OMIM:612782|OMIM:615883|ORPHA:2593|ORPHA:317428|ORPHA:3204	N	Y
MGI:1925976	HGNC:13081	OMIM:618195|ORPHA:791	Y	Y
MGI:1926033	HGNC:14255	OMIM:617333	Y	Y
MGI:1926048	HGNC:1316	ORPHA:357191	N	N
MGI:1926129	HGNC:18040	OMIM:135900|ORPHA:1465|ORPHA:251056	Y	Y
MGI:1926194	HGNC:16903	ORPHA:536	N	N
MGI:1926233	HGNC:3705	OMIM:617107|ORPHA:500095	N	Y
MGI:1926262	HGNC:29597	OMIM:607948|OMIM:612278	N	Y
MGI:1926387	HGNC:17104	OMIM:614226|ORPHA:220386|ORPHA:280195|ORPHA:280200|ORPHA:93924|ORPHA:93925|ORPHA:93926|ORPHA:95496	N	Y
